date,store_id,product_id,product_name,category,region,quantity_sold,unit_price,total_sales
2025-05-11,101,502,Pepsi 500ml,Beverages,Eastern,36,1.4,50.4
2025-05-13,102,502,Pepsi 500ml,Beverages,Central,47,1.4,65.8
2025-05-24,104,801,Kist Mango Jam 500g,Food,Northern,18,2.2,39.6
2025-05-10,105,501,Coca-Cola 500ml,Beverages,Western,7,1.5,10.5
2025-05-16,103,901,Signal Toothpaste 120g,Toiletries,Western,4,2.5,10.0
2025-05-22,102,701,Anchor Full Cream 1L,Dairy,Western,49,2.8,137.2
2025-05-30,101,501,Coca-Cola 500ml,Beverages,Eastern,50,1.5,75.0
2025-05-12,104,901,Signal Toothpaste 120g,Toiletries,Southern,43,2.5,107.5
2025-05-18,101,501,Coca-Cola 500ml,Beverages,Western,48,1.5,72.0
2025-05-30,105,901,Signal Toothpaste 120g,Toiletries,Northern,50,2.5,125.0
2025-05-06,101,501,Coca-Cola 500ml,Beverages,Western,49,1.5,73.5
2025-05-15,105,502,Pepsi 500ml,Beverages,Western,16,1.4,22.4
2025-05-30,105,502,Pepsi 500ml,Beverages,Northern,6,1.4,8.4
2025-05-04,103,701,Anchor Full Cream 1L,Dairy,Northern,34,2.8,95.2
2025-05-29,103,901,Signal Toothpaste 120g,Toiletries,Eastern,24,2.5,60.0
2025-05-05,101,701,Anchor Full Cream 1L,Dairy,Central,17,2.8,47.6
2025-05-30,103,901,Signal Toothpaste 120g,Toiletries,Western,48,2.5,120.0
2025-05-14,102,501,Coca-Cola 500ml,Beverages,Central,39,1.5,58.5
2025-05-24,103,801,Kist Mango Jam 500g,Food,Eastern,6,2.2,13.2
2025-05-18,101,502,Pepsi 500ml,Beverages,Southern,50,1.4,70.0
2025-05-27,104,901,Signal Toothpaste 120g,Toiletries,Western,34,2.5,85.0
2025-05-06,105,802,Maliban Marie 400g,Food,Eastern,22,1.6,35.2
2025-05-06,101,801,Kist Mango Jam 500g,Food,Western,45,2.2,99.0
2025-05-11,105,802,Maliban Marie 400g,Food,Western,36,1.6,57.6
2025-05-18,101,701,Anchor Full Cream 1L,Dairy,Southern,2,2.8,5.6
2025-05-16,103,801,Kist Mango Jam 500g,Food,Southern,44,2.2,96.8
2025-05-02,101,801,Kist Mango Jam 500g,Food,Western,5,2.2,11.0
2025-05-21,104,801,Kist Mango Jam 500g,Food,Western,44,2.2,96.8
2025-05-26,101,501,Coca-Cola 500ml,Beverages,Northern,18,1.5,27.0
2025-05-10,104,901,Signal Toothpaste 120g,Toiletries,Southern,28,2.5,70.0
2025-05-01,105,501,Coca-Cola 500ml,Beverages,Eastern,21,1.5,31.5
2025-05-08,104,601,Sunlight Detergent 1kg,Household,Northern,5,3.0,15.0
2025-05-17,102,601,Sunlight Detergent 1kg,Household,Southern,6,3.0,18.0
2025-05-16,102,601,Sunlight Detergent 1kg,Household,Southern,9,3.0,27.0
2025-05-21,102,502,Pepsi 500ml,Beverages,Southern,41,1.4,57.4
2025-05-16,103,901,Signal Toothpaste 120g,Toiletries,Southern,5,2.5,12.5
2025-05-23,102,502,Pepsi 500ml,Beverages,Southern,4,1.4,5.6
2025-05-22,105,802,Maliban Marie 400g,Food,Western,39,1.6,62.4
2025-05-22,105,901,Signal Toothpaste 120g,Toiletries,Northern,12,2.5,30.0
2025-05-13,104,601,Sunlight Detergent 1kg,Household,Western,5,3.0,15.0
2025-05-22,105,601,Sunlight Detergent 1kg,Household,Central,48,3.0,144.0
2025-05-03,105,901,Signal Toothpaste 120g,Toiletries,Western,34,2.5,85.0
2025-05-30,105,701,Anchor Full Cream 1L,Dairy,Southern,19,2.8,53.2
2025-05-05,102,901,Signal Toothpaste 120g,Toiletries,Western,40,2.5,100.0
2025-05-26,102,802,Maliban Marie 400g,Food,Central,47,1.6,75.2
2025-05-17,102,701,Anchor Full Cream 1L,Dairy,Eastern,5,2.8,14.0
2025-05-29,104,801,Kist Mango Jam 500g,Food,Western,32,2.2,70.4
2025-05-30,102,601,Sunlight Detergent 1kg,Household,Northern,47,3.0,141.0
2025-05-22,105,901,Signal Toothpaste 120g,Toiletries,Western,26,2.5,65.0
2025-05-26,102,501,Coca-Cola 500ml,Beverages,Southern,36,1.5,54.0
2025-05-11,103,502,Pepsi 500ml,Beverages,Northern,12,1.4,16.8
2025-05-17,104,701,Anchor Full Cream 1L,Dairy,Southern,26,2.8,72.8
2025-05-09,103,501,Coca-Cola 500ml,Beverages,Central,20,1.5,30.0
2025-05-24,101,502,Pepsi 500ml,Beverages,Western,42,1.4,58.8
2025-05-14,105,501,Coca-Cola 500ml,Beverages,Northern,28,1.5,42.0
2025-05-12,105,802,Maliban Marie 400g,Food,Central,11,1.6,17.6
2025-05-04,101,501,Coca-Cola 500ml,Beverages,Eastern,30,1.5,45.0
2025-05-24,104,801,Kist Mango Jam 500g,Food,Central,26,2.2,57.2
2025-05-19,103,601,Sunlight Detergent 1kg,Household,Southern,22,3.0,66.0
2025-05-13,101,502,Pepsi 500ml,Beverages,Eastern,2,1.4,2.8
2025-05-08,104,801,Kist Mango Jam 500g,Food,Eastern,44,2.2,96.8
2025-05-18,101,601,Sunlight Detergent 1kg,Household,Central,10,3.0,30.0
2025-05-27,102,601,Sunlight Detergent 1kg,Household,Central,5,3.0,15.0
2025-05-17,105,801,Kist Mango Jam 500g,Food,Southern,45,2.2,99.0
2025-05-03,105,601,Sunlight Detergent 1kg,Household,Eastern,49,3.0,147.0
2025-05-20,102,601,Sunlight Detergent 1kg,Household,Central,45,3.0,135.0
2025-05-01,102,801,Kist Mango Jam 500g,Food,Central,21,2.2,46.2
2025-05-08,105,601,Sunlight Detergent 1kg,Household,Southern,13,3.0,39.0
2025-05-03,101,501,Coca-Cola 500ml,Beverages,Eastern,43,1.5,64.5
2025-05-18,104,701,Anchor Full Cream 1L,Dairy,Western,24,2.8,67.2
2025-05-20,105,501,Coca-Cola 500ml,Beverages,Central,6,1.5,9.0
2025-05-21,104,502,Pepsi 500ml,Beverages,Southern,23,1.4,32.2
2025-05-23,105,802,Maliban Marie 400g,Food,Central,38,1.6,60.8
2025-05-04,101,701,Anchor Full Cream 1L,Dairy,Northern,46,2.8,128.8
2025-05-03,104,701,Anchor Full Cream 1L,Dairy,Central,17,2.8,47.6
2025-05-16,101,802,Maliban Marie 400g,Food,Northern,32,1.6,51.2
2025-05-04,104,501,Coca-Cola 500ml,Beverages,Eastern,12,1.5,18.0
2025-05-17,104,801,Kist Mango Jam 500g,Food,Central,42,2.2,92.4
2025-05-07,103,901,Signal Toothpaste 120g,Toiletries,Southern,29,2.5,72.5
2025-05-20,102,502,Pepsi 500ml,Beverages,Southern,37,1.4,51.8
2025-05-13,101,502,Pepsi 500ml,Beverages,Northern,8,1.4,11.2
2025-05-03,105,802,Maliban Marie 400g,Food,Northern,13,1.6,20.8
2025-05-26,104,501,Coca-Cola 500ml,Beverages,Southern,47,1.5,70.5
2025-05-03,103,501,Coca-Cola 500ml,Beverages,Central,50,1.5,75.0
2025-05-09,103,901,Signal Toothpaste 120g,Toiletries,Northern,5,2.5,12.5
2025-05-07,102,502,Pepsi 500ml,Beverages,Southern,20,1.4,28.0
2025-05-03,104,901,Signal Toothpaste 120g,Toiletries,Central,37,2.5,92.5
2025-05-07,101,701,Anchor Full Cream 1L,Dairy,Northern,43,2.8,120.4
2025-05-07,101,501,Coca-Cola 500ml,Beverages,Central,23,1.5,34.5
2025-05-17,102,901,Signal Toothpaste 120g,Toiletries,Southern,7,2.5,17.5
2025-05-22,102,601,Sunlight Detergent 1kg,Household,Northern,20,3.0,60.0
2025-05-07,104,901,Signal Toothpaste 120g,Toiletries,Western,13,2.5,32.5
2025-05-10,105,601,Sunlight Detergent 1kg,Household,Western,41,3.0,123.0
2025-05-06,104,501,Coca-Cola 500ml,Beverages,Southern,29,1.5,43.5
2025-05-22,104,901,Signal Toothpaste 120g,Toiletries,Northern,2,2.5,5.0
2025-05-17,104,601,Sunlight Detergent 1kg,Household,Southern,27,3.0,81.0
2025-05-26,105,501,Coca-Cola 500ml,Beverages,Northern,43,1.5,64.5
2025-05-10,101,701,Anchor Full Cream 1L,Dairy,Northern,48,2.8,134.4
2025-05-18,105,601,Sunlight Detergent 1kg,Household,Central,29,3.0,87.0
2025-05-17,105,802,Maliban Marie 400g,Food,Central,4,1.6,6.4
2025-05-12,102,501,Coca-Cola 500ml,Beverages,Central,25,1.5,37.5
2025-05-30,102,901,Signal Toothpaste 120g,Toiletries,Northern,49,2.5,122.5
2025-05-01,105,701,Anchor Full Cream 1L,Dairy,Southern,46,2.8,128.8
2025-05-01,101,502,Pepsi 500ml,Beverages,Western,18,1.4,25.2
2025-05-08,102,601,Sunlight Detergent 1kg,Household,Northern,26,3.0,78.0
2025-05-11,105,501,Coca-Cola 500ml,Beverages,Central,21,1.5,31.5
2025-05-01,103,502,Pepsi 500ml,Beverages,Southern,3,1.4,4.2
2025-05-05,102,802,Maliban Marie 400g,Food,Northern,24,1.6,38.4
2025-05-07,103,901,Signal Toothpaste 120g,Toiletries,Central,4,2.5,10.0
2025-05-09,104,501,Coca-Cola 500ml,Beverages,Central,19,1.5,28.5
2025-05-27,104,802,Maliban Marie 400g,Food,Eastern,3,1.6,4.8
2025-05-25,104,901,Signal Toothpaste 120g,Toiletries,Central,7,2.5,17.5
2025-05-11,103,801,Kist Mango Jam 500g,Food,Western,24,2.2,52.8
2025-05-11,105,901,Signal Toothpaste 120g,Toiletries,Southern,22,2.5,55.0
2025-05-03,104,501,Coca-Cola 500ml,Beverages,Southern,14,1.5,21.0
2025-05-07,104,501,Coca-Cola 500ml,Beverages,Central,39,1.5,58.5
2025-05-14,105,701,Anchor Full Cream 1L,Dairy,Northern,24,2.8,67.2
2025-05-09,102,502,Pepsi 500ml,Beverages,Central,1,1.4,1.4
2025-05-29,105,901,Signal Toothpaste 120g,Toiletries,Eastern,43,2.5,107.5
2025-05-12,103,701,Anchor Full Cream 1L,Dairy,Eastern,2,2.8,5.6
2025-05-10,102,601,Sunlight Detergent 1kg,Household,Northern,5,3.0,15.0
2025-05-19,104,601,Sunlight Detergent 1kg,Household,Southern,3,3.0,9.0
2025-05-20,101,601,Sunlight Detergent 1kg,Household,Southern,40,3.0,120.0
2025-05-25,103,601,Sunlight Detergent 1kg,Household,Western,12,3.0,36.0
2025-05-04,102,502,Pepsi 500ml,Beverages,Northern,10,1.4,14.0
2025-05-05,101,501,Coca-Cola 500ml,Beverages,Eastern,21,1.5,31.5
2025-05-30,105,502,Pepsi 500ml,Beverages,Northern,35,1.4,49.0
2025-05-10,104,801,Kist Mango Jam 500g,Food,Central,2,2.2,4.4
2025-05-10,104,802,Maliban Marie 400g,Food,Eastern,39,1.6,62.4
2025-05-01,101,601,Sunlight Detergent 1kg,Household,Central,33,3.0,99.0
2025-05-07,101,502,Pepsi 500ml,Beverages,Eastern,37,1.4,51.8
2025-05-13,101,601,Sunlight Detergent 1kg,Household,Western,4,3.0,12.0
2025-05-27,103,601,Sunlight Detergent 1kg,Household,Western,28,3.0,84.0
2025-05-12,103,802,Maliban Marie 400g,Food,Eastern,23,1.6,36.8
2025-05-08,105,901,Signal Toothpaste 120g,Toiletries,Central,39,2.5,97.5
2025-05-04,102,701,Anchor Full Cream 1L,Dairy,Southern,41,2.8,114.8
2025-05-29,105,601,Sunlight Detergent 1kg,Household,Northern,16,3.0,48.0
2025-05-18,104,701,Anchor Full Cream 1L,Dairy,Eastern,42,2.8,117.6
2025-05-24,104,502,Pepsi 500ml,Beverages,Southern,42,1.4,58.8
2025-05-06,103,501,Coca-Cola 500ml,Beverages,Northern,9,1.5,13.5
2025-05-26,102,501,Coca-Cola 500ml,Beverages,Southern,42,1.5,63.0
2025-05-17,102,502,Pepsi 500ml,Beverages,Western,22,1.4,30.8
2025-05-11,101,802,Maliban Marie 400g,Food,Eastern,41,1.6,65.6
2025-05-09,105,601,Sunlight Detergent 1kg,Household,Western,49,3.0,147.0
2025-05-17,103,802,Maliban Marie 400g,Food,Eastern,19,1.6,30.4
2025-05-20,105,501,Coca-Cola 500ml,Beverages,Western,48,1.5,72.0
2025-05-21,101,802,Maliban Marie 400g,Food,Southern,20,1.6,32.0
2025-05-20,103,801,Kist Mango Jam 500g,Food,Eastern,44,2.2,96.8
2025-05-05,101,501,Coca-Cola 500ml,Beverages,Northern,46,1.5,69.0
2025-05-10,102,601,Sunlight Detergent 1kg,Household,Eastern,34,3.0,102.0
2025-05-25,105,601,Sunlight Detergent 1kg,Household,Western,39,3.0,117.0
2025-05-08,104,901,Signal Toothpaste 120g,Toiletries,Southern,7,2.5,17.5
2025-05-04,104,502,Pepsi 500ml,Beverages,Southern,9,1.4,12.6
2025-05-02,104,802,Maliban Marie 400g,Food,Central,19,1.6,30.4
2025-05-09,103,502,Pepsi 500ml,Beverages,Southern,42,1.4,58.8
2025-05-17,102,501,Coca-Cola 500ml,Beverages,Central,43,1.5,64.5
2025-05-24,101,801,Kist Mango Jam 500g,Food,Eastern,33,2.2,72.6
2025-05-07,102,802,Maliban Marie 400g,Food,Central,9,1.6,14.4
2025-05-03,102,502,Pepsi 500ml,Beverages,Eastern,17,1.4,23.8
2025-05-25,104,502,Pepsi 500ml,Beverages,Southern,32,1.4,44.8
2025-05-04,102,501,Coca-Cola 500ml,Beverages,Southern,16,1.5,24.0
2025-05-21,101,802,Maliban Marie 400g,Food,Central,14,1.6,22.4
2025-05-09,103,501,Coca-Cola 500ml,Beverages,Southern,32,1.5,48.0
2025-05-28,101,801,Kist Mango Jam 500g,Food,Eastern,29,2.2,63.8
2025-05-11,105,502,Pepsi 500ml,Beverages,Northern,32,1.4,44.8
2025-05-15,103,701,Anchor Full Cream 1L,Dairy,Western,29,2.8,81.2
2025-05-19,101,802,Maliban Marie 400g,Food,Eastern,16,1.6,25.6
2025-05-08,101,701,Anchor Full Cream 1L,Dairy,Southern,15,2.8,42.0
2025-05-27,105,502,Pepsi 500ml,Beverages,Southern,12,1.4,16.8
2025-05-13,103,901,Signal Toothpaste 120g,Toiletries,Western,5,2.5,12.5
2025-05-25,102,501,Coca-Cola 500ml,Beverages,Eastern,41,1.5,61.5
2025-05-30,103,601,Sunlight Detergent 1kg,Household,Central,10,3.0,30.0
2025-05-03,104,802,Maliban Marie 400g,Food,Eastern,32,1.6,51.2
2025-05-06,105,801,Kist Mango Jam 500g,Food,Northern,32,2.2,70.4
2025-05-28,103,802,Maliban Marie 400g,Food,Eastern,46,1.6,73.6
2025-05-28,104,802,Maliban Marie 400g,Food,Northern,40,1.6,64.0
2025-05-03,101,802,Maliban Marie 400g,Food,Eastern,23,1.6,36.8
2025-05-16,104,802,Maliban Marie 400g,Food,Eastern,4,1.6,6.4
2025-05-06,105,901,Signal Toothpaste 120g,Toiletries,Western,19,2.5,47.5
2025-05-12,103,701,Anchor Full Cream 1L,Dairy,Eastern,11,2.8,30.8
2025-05-11,101,801,Kist Mango Jam 500g,Food,Central,9,2.2,19.8
2025-05-19,103,601,Sunlight Detergent 1kg,Household,Eastern,50,3.0,150.0
2025-05-25,103,802,Maliban Marie 400g,Food,Northern,22,1.6,35.2
2025-05-29,101,701,Anchor Full Cream 1L,Dairy,Western,18,2.8,50.4
2025-05-22,104,502,Pepsi 500ml,Beverages,Northern,5,1.4,7.0
2025-05-08,102,802,Maliban Marie 400g,Food,Southern,9,1.6,14.4
2025-05-04,101,701,Anchor Full Cream 1L,Dairy,Southern,31,2.8,86.8
2025-05-12,102,801,Kist Mango Jam 500g,Food,Northern,41,2.2,90.2
2025-05-23,105,802,Maliban Marie 400g,Food,Eastern,36,1.6,57.6
2025-05-29,102,501,Coca-Cola 500ml,Beverages,Western,18,1.5,27.0
2025-05-18,105,901,Signal Toothpaste 120g,Toiletries,Southern,31,2.5,77.5
2025-05-13,105,801,Kist Mango Jam 500g,Food,Northern,10,2.2,22.0
2025-05-14,104,501,Coca-Cola 500ml,Beverages,Northern,47,1.5,70.5
2025-05-03,104,501,Coca-Cola 500ml,Beverages,Northern,22,1.5,33.0
2025-05-06,103,501,Coca-Cola 500ml,Beverages,Western,39,1.5,58.5
2025-05-13,103,801,Kist Mango Jam 500g,Food,Southern,34,2.2,74.8
2025-05-02,102,701,Anchor Full Cream 1L,Dairy,Northern,28,2.8,78.4
2025-05-29,101,701,Anchor Full Cream 1L,Dairy,Western,23,2.8,64.4
2025-05-23,103,502,Pepsi 500ml,Beverages,Central,28,1.4,39.2
2025-05-01,104,501,Coca-Cola 500ml,Beverages,Eastern,28,1.5,42.0
2025-05-26,102,601,Sunlight Detergent 1kg,Household,Western,31,3.0,93.0
2025-05-15,105,802,Maliban Marie 400g,Food,Eastern,38,1.6,60.8
2025-05-04,101,901,Signal Toothpaste 120g,Toiletries,Northern,25,2.5,62.5
2025-05-09,103,801,Kist Mango Jam 500g,Food,Southern,3,2.2,6.6
2025-05-30,103,802,Maliban Marie 400g,Food,Southern,33,1.6,52.8
2025-05-05,102,901,Signal Toothpaste 120g,Toiletries,Northern,50,2.5,125.0
2025-05-07,103,802,Maliban Marie 400g,Food,Southern,45,1.6,72.0
2025-05-03,105,601,Sunlight Detergent 1kg,Household,Central,11,3.0,33.0
2025-05-22,103,501,Coca-Cola 500ml,Beverages,Western,15,1.5,22.5
2025-05-03,103,701,Anchor Full Cream 1L,Dairy,Western,21,2.8,58.8
2025-05-18,105,802,Maliban Marie 400g,Food,Eastern,35,1.6,56.0
2025-05-30,104,601,Sunlight Detergent 1kg,Household,Central,26,3.0,78.0
2025-05-05,105,601,Sunlight Detergent 1kg,Household,Central,33,3.0,99.0
2025-05-21,105,502,Pepsi 500ml,Beverages,Eastern,29,1.4,40.6
2025-05-15,102,601,Sunlight Detergent 1kg,Household,Central,16,3.0,48.0
2025-05-17,103,502,Pepsi 500ml,Beverages,Southern,2,1.4,2.8
2025-05-27,102,601,Sunlight Detergent 1kg,Household,Central,34,3.0,102.0
2025-05-23,104,701,Anchor Full Cream 1L,Dairy,Central,10,2.8,28.0
2025-05-13,105,502,Pepsi 500ml,Beverages,Northern,31,1.4,43.4
2025-05-18,104,601,Sunlight Detergent 1kg,Household,Eastern,34,3.0,102.0
2025-05-27,104,802,Maliban Marie 400g,Food,Northern,16,1.6,25.6
2025-05-14,102,601,Sunlight Detergent 1kg,Household,Eastern,46,3.0,138.0
2025-05-11,101,502,Pepsi 500ml,Beverages,Southern,14,1.4,19.6
2025-05-04,101,701,Anchor Full Cream 1L,Dairy,Eastern,14,2.8,39.2
2025-05-13,102,502,Pepsi 500ml,Beverages,Eastern,36,1.4,50.4
2025-05-11,102,502,Pepsi 500ml,Beverages,Northern,47,1.4,65.8
2025-05-13,103,701,Anchor Full Cream 1L,Dairy,Western,48,2.8,134.4
2025-05-28,102,901,Signal Toothpaste 120g,Toiletries,Central,3,2.5,7.5
2025-05-06,104,701,Anchor Full Cream 1L,Dairy,Northern,36,2.8,100.8
2025-05-16,102,801,Kist Mango Jam 500g,Food,Southern,45,2.2,99.0
2025-05-13,101,501,Coca-Cola 500ml,Beverages,Eastern,26,1.5,39.0
2025-05-27,105,701,Anchor Full Cream 1L,Dairy,Eastern,14,2.8,39.2
2025-05-24,102,701,Anchor Full Cream 1L,Dairy,Western,21,2.8,58.8
2025-05-22,103,701,Anchor Full Cream 1L,Dairy,Central,44,2.8,123.2
2025-05-18,103,802,Maliban Marie 400g,Food,Eastern,4,1.6,6.4
2025-05-10,102,701,Anchor Full Cream 1L,Dairy,Western,45,2.8,126.0
2025-05-30,103,701,Anchor Full Cream 1L,Dairy,Eastern,41,2.8,114.8
2025-05-06,105,901,Signal Toothpaste 120g,Toiletries,Central,3,2.5,7.5
2025-05-03,103,501,Coca-Cola 500ml,Beverages,Western,42,1.5,63.0
2025-05-11,101,502,Pepsi 500ml,Beverages,Eastern,42,1.4,58.8
2025-05-10,105,601,Sunlight Detergent 1kg,Household,Southern,13,3.0,39.0
2025-05-30,102,802,Maliban Marie 400g,Food,Eastern,26,1.6,41.6
2025-05-10,102,802,Maliban Marie 400g,Food,Western,45,1.6,72.0
2025-05-13,102,802,Maliban Marie 400g,Food,Northern,7,1.6,11.2
2025-05-21,103,901,Signal Toothpaste 120g,Toiletries,Southern,10,2.5,25.0
2025-05-11,103,601,Sunlight Detergent 1kg,Household,Western,39,3.0,117.0
2025-05-30,105,802,Maliban Marie 400g,Food,Northern,8,1.6,12.8
2025-05-23,104,802,Maliban Marie 400g,Food,Eastern,42,1.6,67.2
2025-05-25,104,801,Kist Mango Jam 500g,Food,Southern,2,2.2,4.4
2025-05-03,102,901,Signal Toothpaste 120g,Toiletries,Western,31,2.5,77.5
2025-05-24,105,601,Sunlight Detergent 1kg,Household,Western,38,3.0,114.0
2025-05-26,105,701,Anchor Full Cream 1L,Dairy,Western,47,2.8,131.6
2025-05-07,104,501,Coca-Cola 500ml,Beverages,Northern,26,1.5,39.0
2025-05-29,101,601,Sunlight Detergent 1kg,Household,Southern,9,3.0,27.0
2025-05-01,105,502,Pepsi 500ml,Beverages,Northern,7,1.4,9.8
2025-05-17,103,502,Pepsi 500ml,Beverages,Western,34,1.4,47.6
2025-05-12,101,501,Coca-Cola 500ml,Beverages,Southern,36,1.5,54.0
2025-05-26,103,501,Coca-Cola 500ml,Beverages,Western,40,1.5,60.0
2025-05-03,105,901,Signal Toothpaste 120g,Toiletries,Southern,45,2.5,112.5
2025-05-03,101,601,Sunlight Detergent 1kg,Household,Central,16,3.0,48.0
2025-05-04,102,901,Signal Toothpaste 120g,Toiletries,Eastern,20,2.5,50.0
2025-05-22,103,801,Kist Mango Jam 500g,Food,Northern,8,2.2,17.6
2025-05-24,102,501,Coca-Cola 500ml,Beverages,Central,46,1.5,69.0
2025-05-06,103,502,Pepsi 500ml,Beverages,Central,24,1.4,33.6
2025-05-17,104,801,Kist Mango Jam 500g,Food,Western,30,2.2,66.0
2025-05-12,103,502,Pepsi 500ml,Beverages,Western,34,1.4,47.6
2025-05-07,101,502,Pepsi 500ml,Beverages,Central,39,1.4,54.6
2025-05-16,105,502,Pepsi 500ml,Beverages,Southern,34,1.4,47.6
2025-05-18,104,701,Anchor Full Cream 1L,Dairy,Southern,10,2.8,28.0
2025-05-04,105,501,Coca-Cola 500ml,Beverages,Western,44,1.5,66.0
2025-05-15,102,501,Coca-Cola 500ml,Beverages,Southern,17,1.5,25.5
2025-05-28,105,801,Kist Mango Jam 500g,Food,Eastern,22,2.2,48.4
2025-05-12,103,601,Sunlight Detergent 1kg,Household,Eastern,21,3.0,63.0
2025-05-28,102,901,Signal Toothpaste 120g,Toiletries,Northern,46,2.5,115.0
2025-05-09,105,501,Coca-Cola 500ml,Beverages,Northern,21,1.5,31.5
2025-05-14,103,502,Pepsi 500ml,Beverages,Central,38,1.4,53.2
2025-05-18,103,601,Sunlight Detergent 1kg,Household,Central,28,3.0,84.0
2025-05-08,102,801,Kist Mango Jam 500g,Food,Central,5,2.2,11.0
2025-05-18,103,901,Signal Toothpaste 120g,Toiletries,Central,40,2.5,100.0
2025-05-20,104,601,Sunlight Detergent 1kg,Household,Southern,42,3.0,126.0
2025-05-05,103,701,Anchor Full Cream 1L,Dairy,Northern,9,2.8,25.2
2025-05-05,103,802,Maliban Marie 400g,Food,Southern,17,1.6,27.2
2025-05-28,102,801,Kist Mango Jam 500g,Food,Western,35,2.2,77.0
2025-05-27,102,501,Coca-Cola 500ml,Beverages,Southern,10,1.5,15.0
2025-05-26,102,801,Kist Mango Jam 500g,Food,Southern,12,2.2,26.4
2025-05-15,105,502,Pepsi 500ml,Beverages,Eastern,30,1.4,42.0
2025-05-09,105,501,Coca-Cola 500ml,Beverages,Western,30,1.5,45.0
2025-05-20,103,502,Pepsi 500ml,Beverages,Western,33,1.4,46.2
2025-05-08,102,501,Coca-Cola 500ml,Beverages,Central,23,1.5,34.5
2025-05-17,101,802,Maliban Marie 400g,Food,Southern,2,1.6,3.2
2025-05-14,103,802,Maliban Marie 400g,Food,Eastern,32,1.6,51.2
2025-05-20,105,601,Sunlight Detergent 1kg,Household,Western,43,3.0,129.0
2025-05-16,103,701,Anchor Full Cream 1L,Dairy,Northern,19,2.8,53.2
2025-05-11,101,501,Coca-Cola 500ml,Beverages,Northern,11,1.5,16.5
2025-05-13,105,601,Sunlight Detergent 1kg,Household,Eastern,24,3.0,72.0
2025-05-08,102,701,Anchor Full Cream 1L,Dairy,Western,27,2.8,75.6
2025-05-13,102,801,Kist Mango Jam 500g,Food,Southern,21,2.2,46.2
2025-05-29,102,601,Sunlight Detergent 1kg,Household,Central,19,3.0,57.0
2025-05-12,101,901,Signal Toothpaste 120g,Toiletries,Central,39,2.5,97.5
2025-05-28,105,901,Signal Toothpaste 120g,Toiletries,Western,25,2.5,62.5
2025-05-13,105,501,Coca-Cola 500ml,Beverages,Southern,25,1.5,37.5
2025-05-18,102,501,Coca-Cola 500ml,Beverages,Eastern,49,1.5,73.5
2025-05-24,102,502,Pepsi 500ml,Beverages,Western,36,1.4,50.4
2025-05-20,104,901,Signal Toothpaste 120g,Toiletries,Eastern,35,2.5,87.5
2025-05-06,102,601,Sunlight Detergent 1kg,Household,Eastern,37,3.0,111.0
2025-05-15,104,802,Maliban Marie 400g,Food,Southern,7,1.6,11.2
2025-05-06,104,601,Sunlight Detergent 1kg,Household,Northern,21,3.0,63.0
2025-05-04,103,701,Anchor Full Cream 1L,Dairy,Central,9,2.8,25.2
2025-05-05,103,802,Maliban Marie 400g,Food,Central,34,1.6,54.4
2025-05-17,105,501,Coca-Cola 500ml,Beverages,Northern,10,1.5,15.0
2025-05-17,104,801,Kist Mango Jam 500g,Food,Northern,26,2.2,57.2
2025-05-20,102,701,Anchor Full Cream 1L,Dairy,Eastern,2,2.8,5.6
2025-05-11,105,802,Maliban Marie 400g,Food,Central,37,1.6,59.2
2025-05-04,101,901,Signal Toothpaste 120g,Toiletries,Eastern,39,2.5,97.5
2025-05-07,103,901,Signal Toothpaste 120g,Toiletries,Western,27,2.5,67.5
2025-05-07,103,502,Pepsi 500ml,Beverages,Western,29,1.4,40.6
2025-05-27,102,701,Anchor Full Cream 1L,Dairy,Northern,11,2.8,30.8
2025-05-25,103,501,Coca-Cola 500ml,Beverages,Central,11,1.5,16.5
2025-05-23,105,502,Pepsi 500ml,Beverages,Western,21,1.4,29.4
2025-05-11,102,901,Signal Toothpaste 120g,Toiletries,Central,26,2.5,65.0
2025-05-15,103,801,Kist Mango Jam 500g,Food,Central,31,2.2,68.2
2025-05-12,102,502,Pepsi 500ml,Beverages,Eastern,2,1.4,2.8
2025-05-15,101,601,Sunlight Detergent 1kg,Household,Southern,48,3.0,144.0
2025-05-09,101,801,Kist Mango Jam 500g,Food,Northern,39,2.2,85.8
2025-05-22,103,502,Pepsi 500ml,Beverages,Northern,50,1.4,70.0
2025-05-05,103,701,Anchor Full Cream 1L,Dairy,Southern,40,2.8,112.0
2025-05-06,102,901,Signal Toothpaste 120g,Toiletries,Western,45,2.5,112.5
2025-05-24,102,801,Kist Mango Jam 500g,Food,Central,41,2.2,90.2
2025-05-26,105,601,Sunlight Detergent 1kg,Household,Eastern,30,3.0,90.0
2025-05-27,102,701,Anchor Full Cream 1L,Dairy,Northern,34,2.8,95.2
2025-05-23,105,701,Anchor Full Cream 1L,Dairy,Central,13,2.8,36.4
2025-05-03,101,901,Signal Toothpaste 120g,Toiletries,Central,8,2.5,20.0
2025-05-08,101,802,Maliban Marie 400g,Food,Central,24,1.6,38.4
2025-05-21,102,502,Pepsi 500ml,Beverages,Central,10,1.4,14.0
2025-05-12,103,501,Coca-Cola 500ml,Beverages,Northern,34,1.5,51.0
2025-05-25,101,501,Coca-Cola 500ml,Beverages,Eastern,34,1.5,51.0
2025-05-13,102,901,Signal Toothpaste 120g,Toiletries,Southern,19,2.5,47.5
